0.095289227,0.564882601
0.911335495,0.498137634
0.578003461,0.051235407
0.478771343,0.704846138
0.159672761,0.187806431
0.82610825,0.293189074
0.242243819,0.932835971
0.258109718,0.17506564
0.957818559,0.504215181
0.660549146,0.063774581
0.989576927,0.117396887
0.930113045,0.16282272
0.763775898,0.323918384
0.595468396,0.162233774
0.733640802,0.902063797
0.196454829,0.13481784
0.362732627,0.472954569
0.186829557,0.105092362
0.686305939,0.233199283
0.508943909,0.704925476
0.7300689,0.623876155
0.326393307,0.428792268
0.909451346,0.341923673
0.551961031,0.366984538
0.736458866,0.552386054
0.150794898,0.428425127
0.830694122,0.751770008
0.344222799,0.25646188
0.575958984,0.011837743
0.976936588,0.22426117
0.605874951,0.969983866
0.940133334,0.700795479
0.978718404,0.961552831
0.497722706,0.164139553
0.448012322,0.631763895
0.233101447,0.563246036
0.560727173,0.326569494
0.47159633,0.969983057
0.429088844,0.13001084
0.126949082,0.428878775
0.736029132,0.763174043
0.310569908,0.114265854
0.569725859,0.520238837
0.657480808,0.099277242
0.081562428,0.401020857
0.965955524,0.372130853
0.037035994,0.862594989
0.143389139,0.872519382
0.553652655,0.202501547
0.256760417,0.414249108
0.863765132,0.990954636
0.286419486,0.273394793
0.974317666,0.523198205
0.8038836,0.859738031
0.02919941,0.445048472
0.030410885,0.109947181
0.788768865,0.997856785
0.202525794,0.211682813
0.106928014,0.332465718
0.11751568,0.108840824
0.962112262,0.457154911
0.574317574,0.309415617
0.919870721,0.049030116
0.044544456,0.893763665
0.334879046,0.169137308
0.35448577,0.406629788
0.252043828,0.99792356
0.067357236,0.143967141
0.304081966,0.526946739
0.08471939,0.020392805
0.922423668,0.78448399
0.366140457,0.896101767
0.737481502,0.031646823
0.519049884,0.185659179
0.189882455,0.124261301
0.302995331,0.888837231
0.24177242,0.377811316
0.275658789,0.962058663
0.93591326,0.500642543
0.290843048,0.226959423
0.29927718,0.304926042
0.911752493,0.349970912
0.596158313,0.505507426
0.103152185,0.613728655
0.489368646,0.838675353
0.110521493,0.373623004
0.40063095,0.865928384
0.576201957,0.687387315
0.366131504,0.684396014
0.260131468,0.166579338
0.737768886,0.12409623
0.956523427,0.95765383
0.534546592,0.790406095
0.040602245,0.514345724
0.153886639,0.949692938
0.335831882,0.624472543
0.629801776,0.446233868
0.594146903,0.78760446
0.498642176,0.162622749
